CustomerID,PurchaseHistory,TotalSpent
0030aded3a67b29946a128ee8468388e,1,58.59
0030fbb95fbe7e61f798a80edb01a8e9,1,26.85
00314f95a054231742e3c5396b333b88,1,59.34
003177b3eeca50af17750f53802c9a09,1,133.81
0031abfb953b66e998f67b09e7b11375,1,671.85
0031c1062edf836ef7a7a7ea758b137b,1,81.0
00330644cccc5db0276fa836976306fe,1,55.1
00331de1659c7f4fb660c8810e6de3f5,1,243.69
0033823ee55671ac5317d423291333c2,1,79.48
0034f7933de3ead6bd9ba49afe95f119,1,84.24
003536ce5e18f1d12b9bf76932f8a6b1,1,53.33
0035b30e58c620fa2bd30275ddd4f7ef,1,78.2
0036875772a8eeb391b8cd7226283fdd,1,61.85
0037d14e53af1d555a582504a4058f4c,1,603.4
00380c010de38d578d02117f6d0b88e7,1,64.1
0039b3e41ac6615814a0b44a8992bff5,1,34.59
003a75d228dc67cb2918e40c2aacc4bf,1,79.28
003b595c764773e20e0949b6fba7b1dc,1,25.46
003bc8d06ebed9d146eb9f100d0a89ae,1,600.04
003bdf7fd8312f9d14a4b979f3747334,1,43.68
003c7cadba4f182b9f22d7d5ea7a5003,1,128.25
003cb2c7ce25d8af8556fb456f903546,1,420.94
003cbe6a43560a8b6fd2c07531257c2d,1,27.75
003e45472805afa1ee701d83284fa22b,1,30.6
003eab528664e1bd677218ef4be086ac,1,77.1
003ec17a1389fa302f3a0423dddd8650,1,17.77
003f7d92ac63c512bb6584219806f8df,1,84.91
0040a8417928d0d5abd5169cd7877181,1,219.49
0040b00970e2139e8c43b647c0da5305,1,41.93
00411811e3b661e746a6e1ce1f0878ab,1,367.2
0041d7b768cb115092fa0f5d55638d06,1,81.32
00426311a53f3c052943c88b692a3be2,1,273.66
0042d04ee8231b36dcb29aac213f5db4,1,33.47
0043b0afd67fb3af74360d2893b9a530,1,115.45
004440537b68545ca3c341d7279bc4c0,1,98.04
00447b6bd39c4a0f6366b05948f9e2e3,1,303.79
00459c4eb23e40414ca067d06fa303d4,1,87.94
0045ac1c0957bc92e109f71e4941fa49,1,152.47
00474d2582fd72663036795b7ab8cfc1,1,108.84
004937d0f9d6ce15c2830c00c2f482e5,1,70.91
00498d14e21c58ed2feb5d5feb4cd706,1,106.87
0049e8442c2a3e4a8d1ff5a9549abd53,1,1250.81
004a2b3e8b026284407c620f4f01f686,1,163.78
004d41e9bf012c669db1a257888d85a2,1,307.24
004df18653e9438571e9d294776a5c5c,1,50.29
004ee20df425002ed78553e1f50caa3e,1,32.69
004f39eb181d53fa796fe82ce7a0cbd5,1,98.97
00502500a53243e07961383bf1a6fa82,1,71.92
005092c23e81812fbbe11fc6cf7e5316,1,44.0
0050b4dd994efa94b2cd3210e4cecf32,1,164.38
0050ee32fbb93383fb0d9e3d8ee89a07,1,122.84
0051337a96842850e1ec728dd158f4b3,1,237.99
005196c65bab2861e397cc85bc7664bf,1,1233.65
00520034b873d2cdfe098fd0a634d03d,1,162.45
0054556ea954a76ad6f9c4ba79d34a98,1,51.78
005460bea0518c7354f01adf10012184,1,74.41
0054f2f885ca69abcf4935c9506d7851,1,51.71
005596395ca3acd0433fe7d6f95a028e,1,60.0
0055e9b290953716739bd94a256a4144,1,59.29
0056a2580b5c68cfa6b43c6ef6adbc03,1,63.49
00573ea7a2ac9dff51ac3d177cd6eaea,1,38.01
0057f8b7c332d630b992d6a8ca79748c,1,123.69
0058153a752ee674162564afb1191d25,1,93.89
00581d55862aecc8cbc7d701a27bc285,1,287.54
0058ebe2dc136d918dd001968cfa5903,1,270.0
005b65c9a6485aa1b7ac382dd87b018f,1,39.89
005c36bfaa8710aaf61e4b1712ccd658,1,283.42
005c611fb96be942e75d22129c370268,1,54.55
005e2fff255d3d69e6cfc8c4928d33a9,1,129.89
00618f4116647066768ca73893989605,1,129.32
0061937e85c708a41f5d5b24405d0f50,1,194.04
00620f738107803e6c0f6818a7a3b7e3,1,141.74
00624707c8556199de70cac1593e7088,1,149.31
0062859a8f89e25c6b0e8dc905ccc59d,1,318.44
0063913c2f1878cc471de963dc0571c4,1,254.58
0063bdf3bf91260f76973a4af6f9199e,1,97.23
006431d77c665533ac99b501d8a6ab06,1,236.56
006496598c918064dc19eef95e5e47f8,1,76.65
00650b839d32a071b1025af8ca26dd13,1,367.11
00652f7a6e012d58f58fefd69d1a1ea4,1,86.8
0065c96aca557c0919dd5cdee546f8b1,1,124.02
00660e817a39486a37c26b071d0741f8,1,161.48
0066d0530824a5e8044c71af62dea8d5,1,34.09
00674fe0f6a6f190bd022dbca99795dc,1,91.35
006866a6f9ef10d3a85292859c4deae1,1,41.01
0068a2209e2c7631566539fef4331bf8,1,34.09
0068b31b2dd799c334e7b6283333f84a,1,186.85
00694a1bf2da47e37b2bd3193eeae839,1,35.77
0069f43bfc018147f03b7a0f64fa00bd,1,75.68
006a5d6b5f648f3811fd4fa94d93a67c,1,76.94
006b5498d9494c061f8c2f80a6c2f343,1,128.27
006ba1709128094a7047a4fa349f9bc8,1,132.39
006d300ffcb82917c9866dd5a507dbe6,1,471.05
006d7cf1f4f5fb1c805d2d7cacc8049d,1,284.09
006e0e7aa73b77bfcc0c4b2a3f3ab0cc,1,70.35
006e35001c6c8c65ad4b20a8925d2b9f,1,85.14
006f0d8cda092921f2cd9159db212237,1,71.72
006fffc5b0accd275de3e3a4b6d0832d,1,65.03
00701ade29704fc9aa33a8766b082cb6,1,107.78
0070e3e36dad141bed98c6dd5b3d1216,1,128.53
007182cdc3e8e2d3d4ce0b00b9004630,1,21.86
0072357d0a3394d268c6abb9e30aaafe,1,90.05
0074a15febc9459ab2f999ea0e22c8d6,1,425.24
0075589b789b6bce7b058adab7e9a6f5,1,65.6
007612fef51262f4762d32add5d128cc,1,102.87
00765aebd8e20a9a8aa8c28d0099a938,1,27.77
007732425b3cfb147a3ca928ce907cc1,1,195.92
00785e4d6fd1ab53e7de20c730c070f1,1,128.97
0078867a1043bd408c6134cf5ca1bbf5,1,94.74
00788705370da606e9f8390258b9e977,1,44.09
0078c6b33ae4a3f03de57a8ad36648e1,1,75.53
00791d8bb3acb245dc0b865656e18fff,1,128.4
0079368290cd7f161d62e7df9377d8ce,1,57.42
00796be07bfc87dad2e31ef15490a718,1,136.28
007a444502902587d7aa72af38cbd1de,1,83.7
007a6cde976f335c04a22d7043dd23f0,1,99.7
007b18ac9b8a627f259ea78aed981315,1,43.13
007b7f04a35e02745c23ea706492ca20,1,77.06
007c76c2ab6101f00798548775dfdbaf,1,281.26
007d1c8a4fe2a7d4233d5ad3ea74a29b,1,38.56
007da0ded5420c2ac9cdcdc758841cde,1,298.28
007dca6150a323ecb560d11f2a3615a2,1,65.0
007dd470bdcf9dc8ffcd44beb79dc18c,1,179.78
007e99fec9d53dfa4e5d8be9c2b36ca7,1,410.37
007ff1d42a6a44f0e16e18d2d7d5f72e,1,98.83
0080e98d82eceee143dc006defe00687,1,72.66
00838729460c2110a0bd330a4bb9b332,1,55.13
0083d9cca92e71d03d298721b572a77b,1,77.63
008598a4ca17eba904c5fed695cb13be,1,100.34
008657b86f500495539ffa6d275351b7,1,76.08
0086b541a59fa554e7953e2d3c285285,1,52.18
0088393a302a84e57cc69c9d365f5efa,1,66.01
0088395699ea0fcd459bfbef084997db,1,28.42
008871f261eb4390ca7a1ded607ea417,1,128.31
008943f202ed451804dfc1c23248eeb0,1,116.79
0089c34393989276de67746531e0df21,1,27.33
008d16b47540f172f75b765d5ea1eed0,1,150.87
008d7d751e72ae684c0d31bc988b36fb,1,157.77
008def95c3ec7f58d2cc8f2b1d2c3feb,1,51.14
008e1bbc8f278134d10d8788a3ca0b7c,1,55.96
008e75e0f20ba6d6cc41923596b83693,1,82.43
008f931f2de5414536a04cdd033bea60,1,450.24
009043346db59e970bcad7e5a6e590ca,1,107.87
0090571a7077aaa71825c98f660695df,1,189.81
00914220fb44a373f667e19ed450e8df,1,95.65
0092770b2a1471643d88b60d6b804464,1,198.67
0092ebfee8043dae610fab832e61acff,1,524.3
00931b6a1ae01ead1f98d4e1d1547106,1,103.36
00931eabd5b24b4a2d97ec779d739631,1,65.09
0093a68265f18be3adbbe054dc4c9295,1,25.97
0093eadfb5536c158311672bdf418044,1,137.93
00949af96107ff1f55bc0f09e913686d,1,189.56
00951234ffc26898cb0f62b8c0e89f88,1,65.09
0095298db7c70d082c2584d4eb496654,1,299.2
00953228b409090c774d955f2ab881e5,1,118.35
009556b29007b7233895402fac956591,1,139.15
0095d34ddb16f0d0776fc9f2a341dfcd,1,257.3
0096dd625383caa8afe2c028018bf4ce,1,521.37
0097c5abeb126a90646370f4a1cf3d93,1,148.68
0098400373e087d3c231fb5d37834fde,1,119.39
0098c4d01b3588b0b61ac012e5e4b228,1,168.2
00993c1bdbff4f24ca6b8124b4cf5a1f,1,43.29
0099a73bb9e6010fad1106f3dbadfc1d,1,127.98
0099bfdae84652b1df38e27c0fc216e3,1,165.8
009aac1d726cf431e9cff8be1f7d9ca5,1,152.4
009ac0aeacb7e5c368452976385b7903,1,590.37
009bd844996868ab5166ade7dd9ab471,1,135.58
009c825b4f96c0c03731ac38b6e1c6ea,1,148.54
009c99241ad4ac86427982c474c18771,1,50.7
009c9d2be03f80df9ef29fade7f998f3,1,288.76
009e30667771830117017cf8581b98a5,1,77.57
00a02bdfd1741b999de5e2ccfdb8cfc8,1,48.68
00a16acd591b4bb112f2e94c7d2f9936,1,47.29
00a1edfeac0ce7adf9357b89c9659eb2,1,112.82
00a2277d94755da60c916bab098b9b49,1,36.22
00a39528c677a55852f57235f988b837,1,229.79
00a40841820d0d2a51c5fc110eba37ed,1,61.32
00a49178247b91322bdca02625e81f7a,1,100.77
00a572d0c25a9ea5e283ea2da267ba8d,1,164.7
00a5ee1a809dde5ccdb5b8c58531c343,1,74.43
00a6e2753fc2652cb87386ffbf5792b2,1,192.14
00a7f6b5d305216d76ab1accbfe123b9,1,24.84
00a7f9b60493b4b11601b42e5f31eac9,1,58.35
00a860aeb15fb205efdb0c689d8f9c6a,1,73.34
00aa3aa0438ac8a9e8a9378171ccd055,1,34.35
00ab90b4fd9fa3d490ab687f992763d6,1,62.78
00abf30c1a93c7c8b509cb80a22e4dd8,1,188.39
00acc750f0c2bda99b95c4043ff1e662,1,99.9
00aee581138f207eb71f58811aae25d1,1,102.53
00af1761df71da362764c51bb96f5118,1,137.6
00af928c0a307dfdb37122943a1e6902,1,284.73
00b14856ef33f09ac83df50620ce60b1,1,109.13
00b16eaf1e6b6bd4eeb54f97fc31f172,1,430.67
00b196cc59531c4dbba23e94fff01d6c,1,114.65
00b2b9682f5c2a1f7cf1312ce6a0ea9d,1,143.41
00b2fdba41164ba7de5052652fb86231,1,75.11
00b366712a38454d2e62c9d2509d0623,1,368.52
00b4054d851ec464f6fb745fab627439,1,411.33
00b4a445a17922526d9b64e567ac2865,1,143.71
00b5072ef1192bc4d02e1d6264317bb0,1,366.27
00b6731ea206414be73f8c73bec1951e,1,182.36
00b694184c8c2f2a565e4def5a00b8ee,1,124.33
00b78d0d0484fc9f3e1138e1ab752db6,1,212.8
00b7c3578d5231b0b60a62414118652b,1,190.62
00b7c3aa68e7f0e83117105ee4964a49,1,68.43
00b7dcb6e32230f09195eb0e9aa1a94b,1,96.99
00b96a156e6827442e5ec7c620a39d24,1,55.22
00b9f074bf913ebcb8e7b9d7f8398782,1,434.35
00ba24d5e8869fd25950fd26c098ee20,1,162.28
00ba72dac5dae2776b5bfcf799a956b2,1,33.34
00ba767af52461bf567696d2a6d2909f,1,62.01
00ba7e4052ff6531f4e8aa0b0054318b,1,116.22
00bad631eaa8723983a6c7e2f910dfca,1,105.6
00bae1a0d3566c3af0c3c67fd2204935,1,57.6
00bb27539e10159490e73842a90b173e,1,31.58
00bb2dd15521a8a428bb530b4cabb403,1,328.6
00bd25230af840df218e6902df6ac894,1,36.01
00bd2f03a3aeb727b9c7bf7c2a1c094b,1,72.08
00be672c9d26099d6fd918cf76a4ef67,1,60.1
00bf0246fe43d0dac8842035f21f8a76,1,162.06
00bf225ae2b2d6a141e31acf971c4a03,1,42.38
00bf77539bad79ed21c55cdea4375985,1,42.0
00c042af846ab3125854b4abc3bf25a6,1,257.92
00c120d7afbe4803d4771a8f3696ec85,1,165.5
00c1cef22f54b3d3935e1c145b0c6ec6,1,182.84
00c23397b535962f65c89900d6a9ab22,1,67.39
00c2781c163b9f057924ed8c45c724d4,1,558.92
00c32f58ea39ae8132d9b1a32b81b167,1,29.1
00c36dc4ec485e2500e9a669d6ea63d6,1,218.16
00c38945ab09a0f226419274da4675e4,1,78.9
00c3e2f6fe2448015cbd44f4b7814273,1,141.23
00c5a25662a028f00093f247b945f959,1,79.1
00c5b008c1465e327578fdacf185ccfa,1,84.66
00c634fb2feeb4e2767a916c2375c9b8,1,1318.06
00c6436d2afd5923cba3f19f9542b140,1,222.92
00c7c6f2aaf86b1a5a386b103b67b218,1,110.3
00c7e84c0c77753093b456d787638eed,1,119.84
00c82b169fb6a103c5274dc731295a98,1,46.19
00c86cc609174f994caee1818b788e05,1,102.38
00c9ed767059efd304546d437c9d171d,1,153.09
00ca4dec2a491c4c1a9081a3c5a1e8b1,1,65.22
00ca6e4277e535d41bda84d371310be2,1,249.05
00cca8735b2e7b89dc267f378e5c9e8d,1,18.25
00ccce5462294b682e2a5b34bc37c3d5,1,133.49
00cd48b2051a1518d6d33ffd01dbfcb6,1,58.62
00cd55d78c1db8aa5f78e95d363373e4,1,135.72
00cebf30eafc51ca426a54082d26ddf3,1,94.3
00cef6d9683eaa39aaf401e3b02bdbca,1,222.24
00cf7bb323cf933b841728576c4de744,1,181.82
00d1bd043022c327bc464ded6b731f4a,1,159.03
00d4a861a9e1ec05df44712a80bfd55d,1,169.01
00d4c7cec24152e73f88312fdbf09ffa,1,67.3
00d59ed5b36bbeac2deb4e7256a39fb4,1,45.19
00d7e038b53f4b3ed3036d2d016e51c4,1,74.22
00d88dff8797c35f7db7739109ba8cb3,1,19.33
00d8b72b2807894a9e5c690179132819,1,422.16
00d9314fb3f147133d0dae548abab307,1,76.86
00d97ddbc2cafa83bc2412d11da98d88,1,130.57
00da45766aa7d360508cf25434334a8d,1,179.04
00da48d824214ffba48ab43f5b1d29a0,1,436.14
00daf19c19d0fa15a86284fa7293b5ac,1,151.89
00dcc20224e6a230aa9f7ff8fb6f29f8,1,74.41
00de350c10e898eb927e6a5440a30191,1,86.73
00e0a2be19aca747d3051ed15e18b77a,1,102.02
00e13fc0014cb95fde8d8eb1d3d84195,1,133.49
00e144a7e8e11d93c3c4f12558735f03,1,116.36
00e200fe66bc8553bd83681887d6176f,1,74.94
00e20d0af2000bc5415d945981b3bd31,1,40.13
00e3fdbce18ef97f5b13e1cc27e9dc98,1,95.76
00e4dd8d5ecaa00de8c6671679b58045,1,53.34
00e5b2926b61c618f32e26a8683d84c7,1,96.8
00e6cc9509687bc594c4cbe302bd2115,1,80.14
00e6ef8a68edd7a3d2221bcf18656b7e,1,34.23
00e731383e6ee1e27962b8707c82d8cc,1,147.15
00e7c7983371f6e0c6ce890040d431db,1,201.08
00e7c822a5cd0647e9251fc711276ea7,1,173.82
00e8bdabd8d9dec7728bf9a885f7cff9,1,52.38
00eb2bf26ade27447b6532561c6a402d,1,104.08
00eb46a6c173fdad0c058d8650deefd9,1,41.59
00ec3ab027d83e9b77d525b2e6b823e7,1,31.82
00ed8dde25f27c50ed32e0c4f1f8e76e,1,149.45
00ee00c99d468f838abf1d6d7044b2aa,1,22.38
00ee08bd4046a080a8ec38c5e0937372,1,294.7
00eeecca2b37c96ce302d0428ee46ccf,1,116.24
00efae0d386ce3132b63e35b3aa79ec6,1,462.87
00efb24cd00f8eda8e85e3c3e0f2eb66,1,133.63
00efd0bb67f3af4d73269668a6cc8b49,1,35.19
00f31970034cf8ebd290529f7a97beb9,1,130.01
00f394e6fc446865ac4097b6db69ef4a,1,289.9
00f3b3a7cd0b6566435090c7fbda03a2,1,57.51
00f4202fec304d8f984a33eddc630e0f,1,201.84
00f5111aa1572c08c765f48e20edf87b,1,60.86
00f5116a953fdf1b86dd0deb055c0e12,1,69.14
00f539ee95c97870a2a4f261a2d96ba4,1,188.97
00f58ffb9b2f2764032aca4e22330725,1,71.22
00f6217307f712298d8e47215f0bf2ad,1,73.34
00f625f67cffbda090bb7bd168821482,1,98.7
00f6b2176ddb649359d064053de50c2e,1,60.01
00f73459a4d3be97ff307dc869da0aa9,1,247.68
00f782305075b457bfe7fb38cf6562a5,1,28.09
00f83de98e791c2a4b779f7e61a4cf28,1,204.24
00f8a4bbb515bfe8f84f9cfa45621250,1,279.52
00f8ac751ae484a82adb20b42ad1aca7,1,109.59
00fb3db8be6fffc03c156297ff70c1b9,1,52.68
00fb49c2869c0797c3bf65f269f1510b,1,355.95
00fb765118b6d3b18dfc763dc3729a5b,1,99.11
00fd2c64e6e3f94a81541196fc536f4f,1,106.9
00fd7dfb540f22f5fa85fe9ecfb82fd3,1,145.11
00fd9131670312e3292287415ee2e498,1,75.07
00ffaeed5dc4a18cf44151b40f81a96f,1,185.94
00ffbb23812bc76062322afd86d8cbf7,1,69.24
010099752e4ca60e61c8a4a669ea9fe5,1,86.02
01016b17e79a0a428384c6916b426aed,1,160.76
0101e1c05e39f58731e21081f3ea410a,1,157.51
010583f85dd55d32a6db1068f58ca6f1,1,81.63
0105f165f3be4b229fcca1cba2349186,1,48.08
010714eb89c36dd92fee08385cc1dd6b,1,219.44
01077b7579fd4c86971c6598bd550ee5,1,45.48
0107c38d1ad737e7508cc65067b25d10,1,43.23
0107d0717619fc7e17ba5fdd7c9aad36,1,40.09
0107ed88ec010416e20cacf67d2c905c,1,115.94
0108bac6b3f1f9f0fb88a1f0c0763919,1,83.45
01095519ab759274152540845a1d2004,1,667.56
010ac941a52f7717d87471a7da831cd0,1,39.42
010be179fab38706ae5cf77170b038e3,1,1391.13
010c5ccfc9a9135b8c89e2d66f5fb8f5,1,67.36
010c697e9133c540d8acf1535533f7db,1,142.97
010d1bac7f6ca46ef1c6fd0c4034cffc,1,65.42
010dad3dab8189cba58ae1ca11b8cc09,1,119.25
010e2bfece4b4e44fb7a6aa9c2b2b9d0,1,27.78
010ebb5ce5da9367a59959153f083968,1,32.43
010f3c6e21051748f72f762b9a7cb85d,1,98.34
010ff86be8e9b1a1ae1868dc64b05f21,1,178.47
0111774394b7b2cd9651eedc6c791bd2,1,291.12
0111b8c89dbd979f8d35037954eb6a39,1,134.8
01122215dd21ac872ae567ec4e351e01,1,99.95
011263a2375678dc8d8fcda1c3e11cd9,1,100.91
01156d307fdee5870c27d63afb938bd9,1,49.45
0115fdf642d451174def967bd1d55350,1,197.1
011671897080a38fa57f3c190a310d49,1,167.97
0116b6f7b023ad7b078ead9dc8f68897,1,154.55
0117fc26c948641502349399aa649dc0,1,126.33
0117fcfe90f5c0df487c5eb4ae067aff,1,170.44
0118758814dbb115d346a1e8efa705e9,1,45.03
01187871d33eda6ba14aea590bb50d0e,1,176.88
01190354aed7ae9e31b5f523699cf01b,1,85.73
011a899e735ec86f00f26089cdae09cf,1,99.43
011aa301cac8da4d01db88c3180a4058,1,411.94
011aa728cdc4c57b506c6c40ac2a7712,1,61.5
011b97b83f521e755f03173c96baf57b,1,92.39
011caa1d64812e93260454d6e311f330,1,142.82
011d2f8468c1be17b9c493a916e31a56,1,93.3
011ec289931a2dddb4a0e40191748b3c,1,57.68
011f5f2d716eb919dd944494c0db328b,1,84.34
011fc4ea8b9a1e857358c71da7dcf852,1,71.04
01206a881130146c337962e714f06d66,1,102.03
012087f1c663428b54e53b0f69e700db,1,185.55
01208d73b8f2d0e10347aae1242a12fa,1,63.1
0120f40c1cfb22b538c7f78c8b5265dd,1,82.33
0120ff9de7b5aba7cd8676c093f189de,1,40.05
01214c5f31d06b6da030e5825b431446,1,60.42
0122f471f8b583b4b8262a9ba5870e0e,1,62.28
01231f8b1b36a9da85f695b48c2f18b2,1,28.09
0123eb191c6ac1d113dd16c4638cba8a,1,68.22
012413f25e1a3f143b2001198e916594,1,103.55
0124a56e33d9d3da6b8340d2153f60a5,1,87.02
0125bee4b30f40607261d06f47b0f38d,1,188.72
0125ed303758dc1d7e4d99b000f88768,1,322.94
0125fdf9e257f064725f85d1d63085b4,1,48.22
012614499e669f2afb78750ab13273c9,1,56.78
01268a9cd062a41dbaebe24bd8b07cbf,1,267.99
0126adf5308223f7cba2e84f97ac0d9b,1,29.09
0126c89d5a7c2b7b2bda098668c7526d,1,96.08
0126e712caf48d6cf32ffbdce563d2c3,1,80.45
01271eb2284947f2e2abbe53fa15730a,1,180.6
0127d98d4a7e205081ddac271d6b8e52,1,127.92
01287ad2456ffbd365f2e955dbbcebc7,1,35.0
01288d72df4b2a4fb61182da4113ceab,1,109.92
012890b678dffa039b23707633b2eff3,1,99.43
012938ae26ceaa758b735826636366f8,1,267.5
01295bcfd2311c7b510c4c697f82b6be,1,107.53
0129ed0b91663e92e982965f3a6245f6,1,122.0
012b69962ffef2be728865fe6a90359c,1,392.94
012c207234cf4e33fd21cc9bbcb2d1a3,1,170.08
012ca3bed937a20fa19642e8e53d831c,1,185.99
012e0c27bbc549e7c249ee9042d58f7b,1,232.88
0130b37ed963c4a595792582025bdcb0,1,107.32
0130ec6b73b4f7fb58e4a4a78774b47b,1,144.5
0131193f8b1b149f85f1326ac337effb,1,204.06
01311c3c93d566f9b8991cd06a0d33ee,1,84.17
01311fef2cb7553344ac33c95e196db1,1,197.65
0134ab2fb213ed322c3ae3b0e051582f,1,192.65
0135196a168da02f97f00b7300af0baa,1,62.59
0137aedb5fd652186dbf05e49d78db59,1,75.51
0137af0a69be6d96a77314fa91324ff5,1,33.0
0137bbd3e8c493cfa735b98ef18bd1c6,1,336.09
0137f0a46fd3e941f09ead2566bd6408,1,72.05
0138300525351148ae5c0bfe11efe43c,1,78.35
01389f4d25fdacc049ce7dfe96c259e3,1,90.28
0138bea323fc76e6968c0fa28a35d9e8,1,71.04
01391e5f325943c1d9dee9e6202aa7e5,1,215.7
0139721501e0a6fe8f79253f6794ab2d,1,175.82
013b46f9a2576623a655fd9469b7c583,1,23.4
013bdb994a9c8f09fde3f5f543e698ad,1,248.71
013c39ad671a385ad47e7d108dc6517b,1,187.57
013e49bb711629177d848e409b7566c5,1,68.42
013e4fc1800b9973a92b450d18c4f658,1,105.77
013e5c6a0f2d8fef75ebb90f05b0ca59,1,164.66
013f6eb268d33338ee175ffe2ed24204,1,158.38
0140bb3a2e24b8dd7a341eaf707b440e,1,83.41
01414201d70bd508e1eee33ff67d2453,1,138.06
01415cfeb907d8ce0e17075b4c097fe9,1,45.01
0142101e44b97fe8041e8bacfff65ef2,1,109.02
0142bd3182ef8b08ecc4182dfd4ef811,1,209.36
0143daf7466a5e7886eb9d1738d293b6,1,484.94
0145c94f89448a156864199db4c3b826,1,131.04
0145ffd2fcca22ddeebbcd95f7ad890e,1,133.92000000000002
014693f265c4f52b8c1aa9eb8cd197d5,1,379.35
0146c236b4c942e0ed107444e8a90463,1,330.27
014734aef2673760779034c8f95ca598,1,103.37
0147fbc5c91112d914a4f4a480a0f09e,1,204.52
0148732a691a6f017cca48bbffdb172f,1,195.55
0148eb6c4d23d56432bc3431ee6a5bee,1,58.27
0148f71e97a15ed3cf071ea28250eb87,1,98.44
014945a1b791b4b3585bc9d2e8a85d82,1,37.44
014a61237c010a8f59e966e34101520f,1,125.52
014a9fe1063cfc79c804affbe855a70f,1,98.51
014b7917072f3fe8c9ca37d4043c31d1,1,25.79
014cb897286d70935bfa3c8eac776b76,1,535.07
014e22ebe12fcc0f03d5f3ed1d15f86f,1,185.6
014ea662e1cd7ed36b3c44a9539bb34a,1,97.72
014f2d069b53eec84aed9b8c1d5ef270,1,70.58
014f3e3c0e2ca31a15e844bdf3a25cfb,1,189.19
014f4ea4b3ed7aaf2db2f8acb6d96e75,1,240.58
