Date,value
2023-10-20,47.305931655554424
2023-10-21,57.17542255795962
2023-10-22,65.02357052096028
2023-10-23,50.74094780419775
2023-10-24,66.28615545571292
2023-10-25,36.198985417851084
2023-10-26,32.96617560644845
2023-10-27,49.44452301103381
2023-10-28,53.840654489393074
2023-10-29,49.67305251905907
2023-10-30,29.325578999601234
2023-10-31,49.10879960487212
2023-11-01,36.95530499495147
2023-11-02,56.69672548830039
2023-11-03,53.665982460968486
2023-11-04,40.60120213672645
2023-11-05,44.861330826633065
2023-11-06,39.40786478111048
2023-11-07,49.37320902726828
2023-11-08,59.551423205012384
2023-11-09,40.14273953664456
2023-11-10,55.040465155178445
2023-11-11,44.697423816275595
2023-11-12,42.07127167737656
2023-11-13,48.929696400454425
2023-11-14,39.64757677580626
2023-11-15,44.46350694652818
2023-11-16,38.021221074111516
2023-11-17,69.6472513291639
2023-11-18,50.35263551971729
2023-11-19,43.00274492007414
2023-11-20,52.13979910734222
2023-11-21,48.87671950309171
2023-11-22,47.790304004667775
2023-11-23,56.14166700043425
2023-11-24,57.57507710047305
2023-11-25,44.69498852389472
2023-11-26,44.2418175935532
2023-11-27,47.24948302848356
2023-11-28,26.98078835264415
2023-11-29,34.84808937801448
2023-11-30,63.66874267444524
2023-12-01,66.44967713501283
2023-12-02,47.50963960443622
2023-12-03,55.765569630557664
2023-12-04,53.112501545435364
2023-12-05,80.78880808455237
2023-12-06,61.195749114345766
2023-12-07,48.72082408519233
2023-12-08,40.44459559399574
2023-12-09,33.93553679742428
2023-12-10,52.03463635867223
2023-12-11,42.436492547156966
2023-12-12,35.77746290402326
2023-12-13,43.534271157574736
2023-12-14,39.18451996385605
2023-12-15,66.87141635072565
2023-12-16,58.816397569494505
2023-12-17,49.92027358683383
2023-12-18,64.79944138890026
2023-12-19,50.77368307647618
2023-12-20,41.38715798671736
2023-12-21,65.23124077269657
2023-12-22,55.38910043684659
2023-12-23,39.62753845673544
2023-12-24,48.09661321916392
2023-12-25,41.24381746615243
2023-12-26,36.172002690356635
2023-12-27,59.26177547531641
2023-12-28,69.0941664047013
2023-12-29,36.01432426180859
2023-12-30,55.62969236690571
2023-12-31,43.49357430878173
